county,year,unemployment_rate,laborforce_sum,unemployment_sum
DALLAS,2012,3.892,472200,18400
DALLAS,2013,3.600,492300,17800
DALLAS,2014,3.292,513600,17000
DALLAS,2015,2.842,525200,14800
DALLAS,2016,2.475,591700,14600
DALLAS,2017,1.975,609300,12200
DALLAS,2018,1.650,635000,10400
DALLAS,2019,1.775,670800,11800
DALLAS,2020,3.258,655900,21200
DALLAS,2021,2.483,689300,17100
DALLAS,2022,1.967,731400,14400
DALLAS,2023,2.233,763600,17200
DALLAS,2024,2.633,774000,20500
DALLAS,2025,3.227,718800,23000
DAVIS,2000,3.300,50040,1640
DAVIS,2001,4.075,52010,2120
DAVIS,2002,4.850,51430,2520
DAVIS,2003,4.875,50920,2490
DAVIS,2004,4.925,50280,2470
DAVIS,2005,5.383,49610,2670
DAVIS,2006,4.675,49830,2340
DAVIS,2007,4.550,49250,2240
DAVIS,2008,4.942,49120,2430
DAVIS,2009,9.250,48660,4510
DAVIS,2010,7.267,51030,3720
DAVIS,2011,6.183,50510,3140
DAVIS,2012,5.725,49340,2820
DAVIS,2013,5.492,49620,2740
DAVIS,2014,5.133,49440,2560
DAVIS,2015,4.425,50230,2240
DAVIS,2016,4.125,55270,2280
DAVIS,2017,3.242,54530,1770
DAVIS,2018,2.675,53740,1440
DAVIS,2019,2.667,53950,1440
DAVIS,2020,3.858,51820,2010
DAVIS,2021,2.983,52760,1590
DAVIS,2022,2.458,54020,1320
DAVIS,2023,2.392,54750,1330
DAVIS,2024,2.650,54550,1440
DAVIS,2025,3.364,50050,1680
DECATUR,2000,3.358,51340,1750
DECATUR,2001,3.408,53470,1840
DECATUR,2002,4.358,52370,2290
DECATUR,2003,5.783,51490,2960
DECATUR,2004,5.200,50080,2600
DECATUR,2005,4.925,50410,2470
DECATUR,2006,4.042,50920,2040
DECATUR,2007,4.075,50610,2050
DECATUR,2008,3.775,51590,1950
DECATUR,2009,6.808,50450,3440
DECATUR,2010,6.142,53520,3280
DECATUR,2011,5.050,52390,2650
DECATUR,2012,4.417,51170,2270
DECATUR,2013,4.492,51720,2330
DECATUR,2014,3.808,53390,2050
DECATUR,2015,3.258,53270,1720
DECATUR,2016,3.608,45780,1650
DECATUR,2017,2.958,44430,1330
DECATUR,2018,2.592,45130,1170
DECATUR,2019,2.425,45620,1100
DECATUR,2020,4.342,43360,1860
DECATUR,2021,3.533,44340,1550
DECATUR,2022,2.817,45250,1300
DECATUR,2023,2.825,44100,1260
DECATUR,2024,2.900,42790,1250
DECATUR,2025,3.345,39340,1320
DELAWARE,2000,2.858,122230,3480
DELAWARE,2001,3.592,127650,4620
DELAWARE,2002,4.983,123980,6220
DELAWARE,2003,4.967,119300,5950
DELAWARE,2004,4.725,120090,5670
DELAWARE,2005,4.450,125590,5570
DELAWARE,2006,3.658,129090,4740
DELAWARE,2007,3.575,129890,4620
DELAWARE,2008,3.892,130900,5090
DELAWARE,2009,6.792,130560,8870
DELAWARE,2010,6.142,124200,7610
DELAWARE,2011,5.517,123660,6840
DELAWARE,2012,4.458,123690,5500
DELAWARE,2013,4.300,125000,5370
DELAWARE,2014,3.817,126580,4800
DELAWARE,2015,3.350,128520,4320
DELAWARE,2016,3.633,124570,4530
DELAWARE,2017,2.792,121510,3370
DELAWARE,2018,2.225,120920,2700
DELAWARE,2019,2.408,122990,2980
DELAWARE,2020,4.117,119540,4920
DELAWARE,2021,3.225,119870,3870
DELAWARE,2022,2.533,120650,3060
DELAWARE,2023,2.792,120360,3370
DELAWARE,2024,2.792,121890,3420
DELAWARE,2025,3.327,112710,3770
DES MOINES,2000,3.525,268000,9440
DES MOINES,2001,5.008,266090,13360
DES MOINES,2002,5.992,262970,15740
DES MOINES,2003,6.633,256310,17050
DES MOINES,2004,5.883,247740,14590
DES MOINES,2005,5.483,250880,13730
DES MOINES,2006,4.733,253430,11970
DES MOINES,2007,4.442,254090,11300
DES MOINES,2008,5.733,251940,14470
DES MOINES,2009,8.150,254270,20680
DES MOINES,2010,7.550,242420,18320
DES MOINES,2011,6.808,244900,16690
DES MOINES,2012,6.133,242270,14830
DES MOINES,2013,6.025,246650,14910
DES MOINES,2014,5.025,250630,12630
DES MOINES,2015,4.692,246770,11570
DES MOINES,2016,4.767,250820,11970
DES MOINES,2017,4.075,245110,10010
DES MOINES,2018,3.250,243210,7900
DES MOINES,2019,3.758,242490,9100
DES MOINES,2020,7.158,229580,16420
DES MOINES,2021,5.650,227830,12890
DES MOINES,2022,4.192,226720,9520
DES MOINES,2023,4.033,221690,8910
DES MOINES,2024,3.883,220800,8560
DES MOINES,2025,4.427,206040,9080
DICKINSON,2000,2.783,113590,3150
DICKINSON,2001,3.358,113880,3770
DICKINSON,2002,3.783,117470,4390
DICKINSON,2003,4.650,118390,5500
DICKINSON,2004,4.075,120950,4850
DICKINSON,2005,4.400,122240,5300
DICKINSON,2006,4.117,120030,4880
DICKINSON,2007,3.975,117510,4610
DICKINSON,2008,4.383,117010,5070
DICKINSON,2009,7.283,112610,8120
DICKINSON,2010,6.958,111460,7660
DICKINSON,2011,6.417,111650,7110
DICKINSON,2012,5.675,110670,6220
DICKINSON,2013,5.392,112350,5970
DICKINSON,2014,4.767,116800,5480
DICKINSON,2015,3.900,122800,4750
DICKINSON,2016,4.542,117740,5310
DICKINSON,2017,3.883,115290,4420
DICKINSON,2018,3.433,112750,3850
DICKINSON,2019,2.983,115630,3420
DICKINSON,2020,5.225,110870,5820
DICKINSON,2021,3.817,115510,4360
DICKINSON,2022,3.042,121820,3700
DICKINSON,2023,3.050,120820,3680
DICKINSON,2024,3.092,118400,3640
DICKINSON,2025,3.445,108760,3750
DUBUQUE,2000,3.258,582700,19100
DUBUQUE,2001,4.167,575800,24000
DUBUQUE,2002,4.033,584200,23500
DUBUQUE,2003,4.292,587700,25100
DUBUQUE,2004,4.358,591400,25800
DUBUQUE,2005,4.375,610800,26600
DUBUQUE,2006,3.658,624500,22800
DUBUQUE,2007,3.992,627600,25100
DUBUQUE,2008,4.308,630000,27200
DUBUQUE,2009,6.692,634800,42400
DUBUQUE,2010,5.858,649900,38100
DUBUQUE,2011,5.108,655700,33500
DUBUQUE,2012,4.500,658700,29600
DUBUQUE,2013,4.550,662500,30100
DUBUQUE,2014,4.150,668100,27900
DUBUQUE,2015,3.642,670300,24300
DUBUQUE,2016,3.667,637500,23500
DUBUQUE,2017,3.075,634100,19600
DUBUQUE,2018,2.550,645200,16400
DUBUQUE,2019,2.683,656400,17600
DUBUQUE,2020,5.958,635800,37900
DUBUQUE,2021,4.183,636100,26700
DUBUQUE,2022,3.050,646800,19700
DUBUQUE,2023,2.992,645000,19300
DUBUQUE,2024,3.267,642000,21100
DUBUQUE,2025,3.627,595100,21500
EMMET,2000,2.908,72310,2110
EMMET,2001,3.850,68870,2660
EMMET,2002,4.508,72790,3280
EMMET,2003,5.308,72090,3850
EMMET,2004,4.475,70420,3140
EMMET,2005,4.458,71490,3190
EMMET,2006,4.033,72690,2940
EMMET,2007,3.700,71500,2650
EMMET,2008,3.908,71730,2800
EMMET,2009,8.375,70470,5920
EMMET,2010,7.150,70400,5040
EMMET,2011,5.667,69810,3950
EMMET,2012,4.433,68900,3060
EMMET,2013,4.075,68400,2810
EMMET,2014,3.975,68970,2770
EMMET,2015,3.700,68130,2520
EMMET,2016,4.483,63850,2870
EMMET,2017,3.342,61580,2080
EMMET,2018,2.950,60860,1800
EMMET,2019,2.667,60230,1610
EMMET,2020,5.133,56760,2930
EMMET,2021,4.050,54880,2210
EMMET,2022,3.267,53890,1750
EMMET,2023,3.383,52770,1780
EMMET,2024,3.342,53060,1780
EMMET,2025,3.991,49370,2000
FAYETTE,2000,3.800,134720,5130
FAYETTE,2001,4.767,138610,6600
FAYETTE,2002,4.842,133680,6480
FAYETTE,2003,5.083,131750,6680
FAYETTE,2004,5.250,132330,6960
FAYETTE,2005,5.050,133240,6760
FAYETTE,2006,4.517,133080,6030
FAYETTE,2007,4.392,131510,5810
FAYETTE,2008,5.233,131910,6930
FAYETTE,2009,8.708,131750,11510
FAYETTE,2010,7.242,132070,9550
FAYETTE,2011,6.267,133160,8360
FAYETTE,2012,5.383,130130,7030
FAYETTE,2013,5.258,128360,6750
FAYETTE,2014,5.025,129800,6540
FAYETTE,2015,4.492,130060,5850
FAYETTE,2016,4.542,124960,5700
FAYETTE,2017,3.692,122050,4530
FAYETTE,2018,3.100,123070,3830
FAYETTE,2019,3.550,124160,4420
FAYETTE,2020,5.517,118630,6550
FAYETTE,2021,4.417,117670,5220
FAYETTE,2022,3.283,120990,3970
FAYETTE,2023,3.275,120950,3970
FAYETTE,2024,3.292,119790,3950
FAYETTE,2025,3.900,111740,4360
FLOYD,2000,3.733,102190,3820
FLOYD,2001,4.258,103650,4440
FLOYD,2002,4.775,103850,4970
FLOYD,2003,5.000,103260,5140
FLOYD,2004,4.883,105510,5170
FLOYD,2005,5.042,106000,5380
FLOYD,2006,4.683,105860,4950
FLOYD,2007,4.475,105100,4720
FLOYD,2008,5.767,103930,5990
FLOYD,2009,8.867,102850,9120
FLOYD,2010,7.358,102550,7550
FLOYD,2011,6.525,100030,6550
FLOYD,2012,6.208,97960,6100
FLOYD,2013,5.508,99570,5490
FLOYD,2014,4.558,101140,4590
FLOYD,2015,3.758,104650,3920
FLOYD,2016,3.825,98130,3760
FLOYD,2017,3.375,99190,3330
FLOYD,2018,2.875,100320,2910
FLOYD,2019,3.617,100630,3650
FLOYD,2020,6.225,92300,5760
FLOYD,2021,4.175,92280,3860
FLOYD,2022,3.150,93140,2960
FLOYD,2023,3.458,94070,3250
FLOYD,2024,3.450,93940,3250
FLOYD,2025,3.991,87870,3510
FRANKLIN,2000,2.750,68460,1890
FRANKLIN,2001,3.375,71420,2410
FRANKLIN,2002,4.233,67850,2890
FRANKLIN,2003,4.500,64960,2940
FRANKLIN,2004,4.667,66150,3100
FRANKLIN,2005,4.742,68770,3260
FRANKLIN,2006,3.833,70270,2700
FRANKLIN,2007,3.525,71920,2530
FRANKLIN,2008,4.358,70580,3090
FRANKLIN,2009,7.483,70570,5280
FRANKLIN,2010,6.325,72230,4570
FRANKLIN,2011,5.167,72000,3700
FRANKLIN,2012,4.442,70080,3130
FRANKLIN,2013,4.450,71170,3150
FRANKLIN,2014,3.992,71870,2860
FRANKLIN,2015,3.342,71680,2400
FRANKLIN,2016,3.992,61710,2480
FRANKLIN,2017,3.108,59870,1860
FRANKLIN,2018,2.483,60010,1480
FRANKLIN,2019,2.633,59350,1570
FRANKLIN,2020,4.250,57420,2450
FRANKLIN,2021,3.875,57950,2240
FRANKLIN,2022,2.992,57560,1720
FRANKLIN,2023,3.158,58440,1840
FRANKLIN,2024,3.142,58360,1820
FRANKLIN,2025,3.509,54020,1910
FREMONT,2000,2.408,50870,1200
FREMONT,2001,2.667,55940,1500
FREMONT,2002,2.725,55060,1500
FREMONT,2003,3.350,51820,1750
FREMONT,2004,4.008,47240,1900
FREMONT,2005,4.017,47470,1920
FREMONT,2006,3.767,47660,1790
FREMONT,2007,4.042,47740,1950
FREMONT,2008,4.433,47210,2080
FREMONT,2009,6.950,45560,3170
FREMONT,2010,5.975,47700,2860
FREMONT,2011,5.858,47860,2800
FREMONT,2012,5.083,48350,2470
FREMONT,2013,4.200,49660,2070
FREMONT,2014,3.883,50140,1970
FREMONT,2015,3.283,49900,1630
FREMONT,2016,3.592,44820,1600
FREMONT,2017,2.842,42460,1220
FREMONT,2018,2.125,41380,890
FREMONT,2019,2.925,41420,1230
FREMONT,2020,3.475,40560,1400
FREMONT,2021,2.992,41020,1230
FREMONT,2022,2.742,40650,1100
FREMONT,2023,2.533,40470,1040
FREMONT,2024,3.267,40690,1330
FREMONT,2025,3.655,37510,1380
GREENE,2000,3.300,59960,1980
GREENE,2001,3.817,59920,2290
GREENE,2002,3.783,59940,2290
GREENE,2003,3.875,60090,2330
GREENE,2004,4.208,60710,2550
GREENE,2005,4.625,60800,2810
GREENE,2006,3.892,60880,2370
GREENE,2007,3.550,60190,2140
GREENE,2008,3.842,61310,2350
GREENE,2009,5.958,61450,3660
GREENE,2010,5.967,62370,3730
GREENE,2011,5.642,62590,3540
GREENE,2012,4.942,61700,3040
GREENE,2013,4.692,61680,2880
GREENE,2014,4.058,63420,2590
GREENE,2015,3.483,66990,2350
GREENE,2016,3.525,60040,2110
GREENE,2017,3.108,57330,1790
GREENE,2018,2.642,57090,1510
GREENE,2019,2.650,57360,1530
GREENE,2020,4.783,55580,2640
GREENE,2021,3.583,55730,1990
GREENE,2022,2.408,55890,1340
GREENE,2023,2.500,54890,1390
GREENE,2024,2.650,54480,1460
GREENE,2025,3.491,50680,1770
GRUNDY,2000,2.292,78400,1700
GRUNDY,2001,2.708,78900,2300
GRUNDY,2002,3.225,82100,2400
GRUNDY,2003,3.808,82100,3100
GRUNDY,2004,3.558,81800,2900
GRUNDY,2005,3.783,82700,3200
GRUNDY,2006,3.050,83100,2600
GRUNDY,2007,3.200,82200,2500
GRUNDY,2008,3.525,83000,2900
GRUNDY,2009,5.883,83600,4900
GRUNDY,2010,5.750,80900,4900
GRUNDY,2011,5.017,80800,3900
GRUNDY,2012,4.533,80300,3800
GRUNDY,2013,4.350,79500,3500
GRUNDY,2014,4.200,80900,3400
GRUNDY,2015,3.758,80800,2900
GRUNDY,2016,3.283,83600,2800
GRUNDY,2017,2.742,82200,2400
GRUNDY,2018,2.400,82700,2100
GRUNDY,2019,2.517,83900,2100
GRUNDY,2020,4.075,79300,3200
GRUNDY,2021,3.158,80100,2600
GRUNDY,2022,2.425,80700,2100
GRUNDY,2023,2.558,81000,2200
GRUNDY,2024,2.883,80800,2300
GRUNDY,2025,3.273,74700,2400
GUTHRIE,2000,2.642,72900,1800
GUTHRIE,2001,3.042,72500,2000
GUTHRIE,2002,3.508,73800,2700
GUTHRIE,2003,4.033,73100,2900
GUTHRIE,2004,4.192,73100,2900
GUTHRIE,2005,4.208,73500,2900
GUTHRIE,2006,3.683,72700,2700
GUTHRIE,2007,3.817,70500,2600
GUTHRIE,2008,4.300,70000,2900
GUTHRIE,2009,6.358,68900,4300
GUTHRIE,2010,6.542,70000,4800
GUTHRIE,2011,6.183,68600,4000
GUTHRIE,2012,5.600,66900,3800
GUTHRIE,2013,5.142,66600,3500
GUTHRIE,2014,4.408,67500,2700
GUTHRIE,2015,3.733,67600,2700
GUTHRIE,2016,3.417,69800,2600
GUTHRIE,2017,3.033,68700,2000
GUTHRIE,2018,2.525,69100,1500
GUTHRIE,2019,2.792,69800,1700
GUTHRIE,2020,4.700,66100,3100
GUTHRIE,2021,3.733,66700,2600
GUTHRIE,2022,2.825,68200,2000
GUTHRIE,2023,2.825,69800,1800
GUTHRIE,2024,2.867,70400,2100
GUTHRIE,2025,3.600,65700,2400
HAMILTON,2000,2.517,107530,2710
HAMILTON,2001,3.125,105290,3300
HAMILTON,2002,3.350,105180,3510
HAMILTON,2003,4.300,103630,4480
HAMILTON,2004,4.192,104010,4350
HAMILTON,2005,3.917,104260,4080
HAMILTON,2006,3.567,105930,3770
HAMILTON,2007,3.192,104250,3340
HAMILTON,2008,3.758,103560,3930
HAMILTON,2009,7.725,99150,7670
HAMILTON,2010,7.358,96920,7160
HAMILTON,2011,8.900,90130,8030
HAMILTON,2012,6.867,84980,5850
HAMILTON,2013,5.442,84710,4630
HAMILTON,2014,4.558,85360,3870
HAMILTON,2015,4.217,86950,3680
HAMILTON,2016,3.350,97950,3300
HAMILTON,2017,2.892,95900,2760
HAMILTON,2018,2.450,94550,2330
HAMILTON,2019,2.458,94470,2330
HAMILTON,2020,3.933,90920,3580
HAMILTON,2021,3.500,91270,3190
HAMILTON,2022,2.558,92870,2390
HAMILTON,2023,2.425,93220,2260
HAMILTON,2024,2.375,93100,2220
HAMILTON,2025,2.836,87100,2470
HANCOCK,2000,2.200,75950,1680
HANCOCK,2001,2.583,76260,2000
HANCOCK,2002,2.875,76360,2210
HANCOCK,2003,3.642,75400,2740
HANCOCK,2004,3.467,76800,2640
HANCOCK,2005,4.550,76130,3490
HANCOCK,2006,3.600,73730,2650
HANCOCK,2007,3.783,72840,2760
HANCOCK,2008,6.325,71780,4540
HANCOCK,2009,10.092,67840,6870
HANCOCK,2010,6.725,72780,4880
HANCOCK,2011,5.633,71610,4050
HANCOCK,2012,4.542,72110,3280
HANCOCK,2013,3.983,74720,2990
HANCOCK,2014,3.308,75720,2520
HANCOCK,2015,2.692,76600,2090
HANCOCK,2016,2.642,77780,2080
HANCOCK,2017,2.558,74390,1900
HANCOCK,2018,2.350,72840,1710
HANCOCK,2019,2.342,72220,1690
HANCOCK,2020,4.442,69310,3100
HANCOCK,2021,3.433,69080,2370
HANCOCK,2022,2.317,69010,1600
HANCOCK,2023,2.683,68050,1810
HANCOCK,2024,2.342,68090,1590
HANCOCK,2025,3.236,62100,2010
HARDIN,2000,3.067,114200,3530
HARDIN,2001,3.533,118460,4200
HARDIN,2002,4.233,115540,4890
HARDIN,2003,5.125,109920,5650
HARDIN,2004,5.308,108040,5710
HARDIN,2005,4.783,107570,5130
HARDIN,2006,3.742,110070,4100
HARDIN,2007,3.800,109220,4170
HARDIN,2008,4.217,111860,4720
HARDIN,2009,6.658,112450,7500
HARDIN,2010,6.592,109480,7220
HARDIN,2011,5.933,108370,6430
HARDIN,2012,5.333,105610,5640
HARDIN,2013,5.108,104660,5340
HARDIN,2014,4.350,104760,4540
HARDIN,2015,3.933,106030,4170
HARDIN,2016,3.558,114850,4080
HARDIN,2017,2.942,112740,3300
HARDIN,2018,2.667,110450,2950
HARDIN,2019,2.842,108620,3090
HARDIN,2020,4.208,102530,4300
HARDIN,2021,3.500,102890,3610
HARDIN,2022,2.817,102950,2900
HARDIN,2023,2.825,103640,2930
HARDIN,2024,2.758,103200,2850
HARDIN,2025,3.245,95940,3130
HARRISON,2000,2.683,97100,2800
HARRISON,2001,3.633,97000,3700
HARRISON,2002,3.692,98300,3800
HARRISON,2003,4.617,98200,4700
HARRISON,2004,5.008,96600,4700
HARRISON,2005,4.708,97300,4800
HARRISON,2006,4.267,97000,4100
HARRISON,2007,4.175,94000,3900
HARRISON,2008,4.117,93500,3900
HARRISON,2009,5.017,92400,4700
HARRISON,2010,5.650,96100,5300
HARRISON,2011,5.600,94300,5500
HARRISON,2012,5.033,90800,4600
HARRISON,2013,4.500,90400,3900
HARRISON,2014,4.042,90800,3800
HARRISON,2015,3.367,90500,2900
HARRISON,2016,3.175,94800,3000
HARRISON,2017,2.608,93800,2500
HARRISON,2018,2.158,93600,2000
HARRISON,2019,2.275,94700,2100
HARRISON,2020,3.858,89600,3300
HARRISON,2021,3.417,91000,3200
HARRISON,2022,2.700,91800,2400
HARRISON,2023,2.575,92400,2400
HARRISON,2024,2.492,92900,2300
HARRISON,2025,2.891,86800,2300
HENRY,2000,2.975,126950,3780
HENRY,2001,4.000,125310,5000
HENRY,2002,5.150,124610,6430
HENRY,2003,6.600,122330,8080
HENRY,2004,5.958,124170,7410
HENRY,2005,4.983,126160,6310
HENRY,2006,5.250,127510,6680
HENRY,2007,4.708,124410,5860
HENRY,2008,5.275,122630,6490
HENRY,2009,9.417,118360,11170
HENRY,2010,8.400,119420,10050
HENRY,2011,6.842,118540,8130
HENRY,2012,5.900,116020,6870
HENRY,2013,5.283,114910,6080
HENRY,2014,4.400,114790,5080
HENRY,2015,3.883,115450,4500
HENRY,2016,3.542,117420,4160
HENRY,2017,2.958,118600,3510
HENRY,2018,2.492,119530,2990
HENRY,2019,2.567,120970,3100
HENRY,2020,5.125,115030,5910
HENRY,2021,3.842,115580,4440
HENRY,2022,2.942,116570,3440
HENRY,2023,3.267,108270,3520
HENRY,2024,2.942,101470,2990
HENRY,2025,3.700,93190,3440
HOWARD,2000,3.183,61600,1970
HOWARD,2001,3.308,63510,2100
HOWARD,2002,4.133,62800,2580
HOWARD,2003,4.383,60760,2650
HOWARD,2004,4.550,62240,2850
HOWARD,2005,4.458,62500,2760
HOWARD,2006,3.583,64020,2280
HOWARD,2007,3.642,63250,2300
HOWARD,2008,4.633,62950,2930
HOWARD,2009,8.875,61200,5460
HOWARD,2010,6.417,64050,4110
HOWARD,2011,5.417,64180,3480
HOWARD,2012,4.583,62700,2890
HOWARD,2013,4.608,62930,2900
HOWARD,2014,4.058,63920,2610
HOWARD,2015,3.575,64670,2300
HOWARD,2016,3.592,63780,2300
HOWARD,2017,3.008,61200,1830
HOWARD,2018,2.633,62410,1630
HOWARD,2019,2.742,62430,1720
HOWARD,2020,4.408,60340,2670
HOWARD,2021,3.575,60950,2210
HOWARD,2022,3.267,62220,2030
HOWARD,2023,3.242,62770,2050
HOWARD,2024,3.217,63690,2040
HOWARD,2025,3.273,59220,1930
HUMBOLDT,2000,2.600,63370,1660
HUMBOLDT,2001,3.325,64210,2160
HUMBOLDT,2002,3.575,63700,2290
HUMBOLDT,2003,4.200,62530,2620
HUMBOLDT,2004,4.075,61930,2530
HUMBOLDT,2005,3.733,62430,2320
HUMBOLDT,2006,3.267,62390,2040
HUMBOLDT,2007,3.108,62720,1950
HUMBOLDT,2008,3.617,62370,2250
HUMBOLDT,2009,6.000,61830,3730
HUMBOLDT,2010,5.233,62660,3300
HUMBOLDT,2011,5.083,62360,3180
HUMBOLDT,2012,4.208,62180,2620
HUMBOLDT,2013,4.075,62770,2570
HUMBOLDT,2014,3.808,63270,2420
HUMBOLDT,2015,3.317,64260,2130
HUMBOLDT,2016,3.000,62370,1880
HUMBOLDT,2017,3.108,60820,1900
HUMBOLDT,2018,2.633,60250,1610
HUMBOLDT,2019,2.667,59530,1590
HUMBOLDT,2020,4.275,56740,2420
HUMBOLDT,2021,3.308,57000,1900
HUMBOLDT,2022,2.617,56400,1490
HUMBOLDT,2023,2.725,57420,1570
HUMBOLDT,2024,2.733,58580,1600
HUMBOLDT,2025,3.218,54890,1790
IDA,2000,2.192,47940,1030
IDA,2001,2.692,49360,1340
IDA,2002,3.300,47960,1590
IDA,2003,3.842,46490,1790
IDA,2004,4.175,46850,1960
IDA,2005,4.008,47190,1910
IDA,2006,3.392,47740,1630
IDA,2007,3.350,48680,1630
IDA,2008,3.817,50710,1920
IDA,2009,5.492,47820,2630
IDA,2010,5.167,46120,2370
IDA,2011,4.892,45750,2250
IDA,2012,4.017,45500,1840
IDA,2013,3.992,45880,1850
IDA,2014,3.608,46780,1680
IDA,2015,3.100,47650,1490
IDA,2016,2.808,44510,1250
IDA,2017,2.558,44390,1140
IDA,2018,2.200,45200,1010
IDA,2019,2.125,45660,1000
IDA,2020,3.900,43420,1710
IDA,2021,3.192,43360,1390
IDA,2022,2.525,43270,1090
IDA,2023,2.300,42700,1000
IDA,2024,2.575,42340,1110
IDA,2025,3.218,39420,1280
IOWA,2000,2.117,106270,2260
IOWA,2001,2.433,107180,2590
IOWA,2002,3.425,107220,3680
IOWA,2003,3.733,103810,3870
IOWA,2004,4.183,104960,4380
IOWA,2005,4.450,106060,4700
IOWA,2006,3.658,106320,3880
IOWA,2007,3.717,103870,3830
IOWA,2008,4.133,104510,4300
IOWA,2009,7.208,103130,7460
IOWA,2010,5.575,115800,6450
IOWA,2011,5.042,115860,5850
IOWA,2012,4.500,115710,5190
IOWA,2013,4.150,119470,4960
IOWA,2014,4.200,122740,5140
IOWA,2015,3.483,124910,4360
IOWA,2016,3.483,111420,3900
IOWA,2017,2.925,110250,3220
IOWA,2018,2.367,110740,2620
IOWA,2019,2.425,112320,2740
IOWA,2020,4.817,106090,5090
IOWA,2021,3.875,105240,4110
IOWA,2022,2.900,104010,3030
IOWA,2023,3.192,104830,3350
IOWA,2024,3.183,105210,3350
IOWA,2025,3.836,97940,3790
JACKSON,2000,3.633,133950,4880
JACKSON,2001,4.742,136050,6450
JACKSON,2002,5.242,138880,7280
JACKSON,2003,6.050,134770,8180
JACKSON,2004,5.558,133690,7430
JACKSON,2005,5.342,134490,7170
JACKSON,2006,4.775,135390,6460
JACKSON,2007,4.675,134780,6320
JACKSON,2008,5.092,136430,6950
JACKSON,2009,8.450,134870,11430
JACKSON,2010,7.325,133270,9760
JACKSON,2011,6.583,132610,8750
JACKSON,2012,5.442,130440,7110
JACKSON,2013,5.392,130490,7020
JACKSON,2014,5.083,132520,6730
JACKSON,2015,4.183,134290,5600
JACKSON,2016,4.358,127930,5550
JACKSON,2017,3.508,125620,4410
JACKSON,2018,2.942,126690,3730
JACKSON,2019,3.192,127650,4080
JACKSON,2020,6.283,121300,7620
JACKSON,2021,4.767,121450,5790
JACKSON,2022,3.442,122090,4190
JACKSON,2023,3.567,122000,4350
JACKSON,2024,3.717,121010,4510
JACKSON,2025,4.191,112130,4700
JASPER,2000,2.483,238200,5900
JASPER,2001,3.142,242800,7600
JASPER,2002,4.150,246000,10200
JASPER,2003,5.100,236800,12100
JASPER,2004,5.700,231500,13200
JASPER,2005,5.908,224300,13200
JASPER,2006,5.108,220100,11300
JASPER,2007,6.358,216200,13700
JASPER,2008,7.533,213900,16300
JASPER,2009,8.683,214100,18600
JASPER,2010,7.442,228200,16900
JASPER,2011,6.783,224400,15200
