county,year,unemployment_rate,laborforce_sum,unemployment_sum
JASPER,2012,5.925,223600,13300
JASPER,2013,5.075,229400,11600
JASPER,2014,4.433,232500,10400
JASPER,2015,3.858,229700,8800
JASPER,2016,3.642,228300,8400
JASPER,2017,3.225,227700,7300
JASPER,2018,2.783,229500,6300
JASPER,2019,2.975,232600,7100
JASPER,2020,5.475,222000,12300
JASPER,2021,4.100,223800,9100
JASPER,2022,3.042,228000,6900
JASPER,2023,2.925,230900,6800
JASPER,2024,3.025,233600,7100
JASPER,2025,3.673,217200,8000
JEFFERSON,2000,2.883,108620,3110
JEFFERSON,2001,5.042,106080,5340
JEFFERSON,2002,5.692,103100,5870
JEFFERSON,2003,5.458,99670,5460
JEFFERSON,2004,5.158,98540,5090
JEFFERSON,2005,4.683,99650,4660
JEFFERSON,2006,4.200,99950,4210
JEFFERSON,2007,4.142,100970,4170
JEFFERSON,2008,4.392,101820,4480
JEFFERSON,2009,8.717,99280,8660
JEFFERSON,2010,7.200,107410,7760
JEFFERSON,2011,6.058,106340,6440
JEFFERSON,2012,5.225,105630,5550
JEFFERSON,2013,4.942,107410,5310
JEFFERSON,2014,4.375,109190,4780
JEFFERSON,2015,3.833,110050,4220
JEFFERSON,2016,4.325,87430,3800
JEFFERSON,2017,3.583,86650,3100
JEFFERSON,2018,2.675,92700,2470
JEFFERSON,2019,2.758,96200,2650
JEFFERSON,2020,6.475,93020,6020
JEFFERSON,2021,4.408,94250,4130
JEFFERSON,2022,2.775,98070,2710
JEFFERSON,2023,2.950,97280,2880
JEFFERSON,2024,3.300,94960,3110
JEFFERSON,2025,3.436,91320,3120
JOHNSON,2000,1.867,808200,15000
JOHNSON,2001,2.183,826200,18000
JOHNSON,2002,2.717,867800,23800
JOHNSON,2003,3.050,871700,26700
JOHNSON,2004,3.300,874600,29000
JOHNSON,2005,3.167,887400,28200
JOHNSON,2006,2.608,909500,23500
JOHNSON,2007,2.725,935800,25600
JOHNSON,2008,2.967,957400,28400
JOHNSON,2009,4.525,968300,43600
JOHNSON,2010,4.283,949900,40600
JOHNSON,2011,4.083,960700,39200
JOHNSON,2012,3.667,968100,35400
JOHNSON,2013,3.425,995700,33900
JOHNSON,2014,3.108,1010500,31400
JOHNSON,2015,2.642,1009100,26700
JOHNSON,2016,2.583,1025600,26600
JOHNSON,2017,2.450,1034800,25200
JOHNSON,2018,1.958,1039700,20600
JOHNSON,2019,1.975,1056900,20800
JOHNSON,2020,4.775,1013300,48200
JOHNSON,2021,3.425,1017600,34900
JOHNSON,2022,2.367,1040300,24800
JOHNSON,2023,2.408,1046400,25300
JOHNSON,2024,2.350,1053300,24800
JOHNSON,2025,2.836,991200,28000
JONES,2000,2.642,125100,3200
JONES,2001,3.775,125900,4700
JONES,2002,4.675,127400,5900
JONES,2003,5.175,125500,6600
JONES,2004,4.992,124600,6300
JONES,2005,4.800,125300,5900
JONES,2006,3.850,126500,4900
JONES,2007,4.150,125800,5300
JONES,2008,4.400,127400,5700
JONES,2009,7.233,129200,9300
JONES,2010,6.425,133200,8400
JONES,2011,5.850,131400,7700
JONES,2012,5.217,128700,6700
JONES,2013,5.308,129200,6800
JONES,2014,4.933,129800,6500
JONES,2015,4.142,129700,5400
JONES,2016,4.242,129800,5400
JONES,2017,3.592,127900,4600
JONES,2018,3.008,128000,3800
JONES,2019,3.058,129700,4100
JONES,2020,5.567,123000,6800
JONES,2021,4.042,124700,5000
JONES,2022,3.267,127000,4200
JONES,2023,3.442,126700,4200
JONES,2024,3.650,126000,4700
JONES,2025,4.327,116900,5000
KEOKUK,2000,3.217,70000,2250
KEOKUK,2001,4.033,73010,2920
KEOKUK,2002,4.517,73570,3320
KEOKUK,2003,4.542,73210,3340
KEOKUK,2004,4.800,70310,3380
KEOKUK,2005,4.792,69920,3370
KEOKUK,2006,4.042,70040,2830
KEOKUK,2007,4.175,67900,2840
KEOKUK,2008,4.467,68100,3050
KEOKUK,2009,8.075,68520,5550
KEOKUK,2010,6.608,66520,4400
KEOKUK,2011,6.175,66000,4100
KEOKUK,2012,5.458,65390,3570
KEOKUK,2013,5.067,65910,3340
KEOKUK,2014,4.450,66340,2930
KEOKUK,2015,4.225,65240,2770
KEOKUK,2016,4.317,65260,2840
KEOKUK,2017,3.583,63220,2260
KEOKUK,2018,2.967,62590,1860
KEOKUK,2019,3.200,63650,2050
KEOKUK,2020,4.942,61520,3030
KEOKUK,2021,4.100,62020,2550
KEOKUK,2022,3.142,61960,1950
KEOKUK,2023,3.267,63170,2060
KEOKUK,2024,3.158,63420,2000
KEOKUK,2025,3.645,58800,2150
KOSSUTH,2000,2.592,106260,2750
KOSSUTH,2001,2.892,109640,3210
KOSSUTH,2002,3.600,108230,3900
KOSSUTH,2003,4.425,105820,4670
KOSSUTH,2004,4.325,105640,4570
KOSSUTH,2005,4.025,106810,4320
KOSSUTH,2006,3.250,108810,3530
KOSSUTH,2007,3.600,108290,3900
KOSSUTH,2008,3.900,109140,4260
KOSSUTH,2009,5.950,107750,6440
KOSSUTH,2010,5.142,100470,5180
KOSSUTH,2011,4.408,100740,4430
KOSSUTH,2012,3.867,101110,3900
KOSSUTH,2013,3.542,101960,3630
KOSSUTH,2014,3.233,104190,3360
KOSSUTH,2015,2.833,106270,3020
KOSSUTH,2016,2.758,103100,2850
KOSSUTH,2017,2.467,100760,2500
KOSSUTH,2018,2.175,98300,2150
KOSSUTH,2019,2.275,97670,2240
KOSSUTH,2020,4.008,92630,3680
KOSSUTH,2021,3.158,92730,2940
KOSSUTH,2022,2.467,93950,2330
KOSSUTH,2023,2.592,93890,2430
KOSSUTH,2024,2.400,94960,2300
KOSSUTH,2025,2.945,88740,2620
LEE,2000,4.492,224100,10100
LEE,2001,6.483,220620,14320
LEE,2002,7.533,216340,16280
LEE,2003,7.675,210260,16140
LEE,2004,6.992,207640,14530
LEE,2005,6.617,209310,13830
LEE,2006,6.183,210400,13040
LEE,2007,5.750,209080,12040
LEE,2008,6.442,210690,13590
LEE,2009,10.358,209250,21690
LEE,2010,8.975,212750,19090
LEE,2011,8.183,210310,17230
LEE,2012,7.158,210720,15080
LEE,2013,7.117,206100,14690
LEE,2014,5.933,213280,12640
LEE,2015,5.350,219720,11730
LEE,2016,6.033,213230,12890
LEE,2017,5.392,198590,10720
LEE,2018,4.092,195670,8000
LEE,2019,3.825,197140,7540
LEE,2020,6.508,188450,12270
LEE,2021,5.450,184700,10070
LEE,2022,4.633,180080,8360
LEE,2023,4.000,176970,7120
LEE,2024,3.625,175140,6370
LEE,2025,4.109,162680,6690
LINN,2000,2.283,1335600,30500
LINN,2001,3.142,1351400,42500
LINN,2002,4.500,1379300,62100
LINN,2003,4.800,1350300,65000
LINN,2004,4.675,1341600,62700
LINN,2005,4.292,1361700,58800
LINN,2006,3.642,1398300,50800
LINN,2007,3.683,1425100,52600
LINN,2008,3.975,1463300,58400
LINN,2009,6.150,1477800,90700
LINN,2010,6.050,1439900,87100
LINN,2011,5.733,1439700,82700
LINN,2012,5.192,1433500,74400
LINN,2013,5.000,1440100,71900
LINN,2014,4.417,1455200,64100
LINN,2015,3.767,1445900,54400
LINN,2016,3.525,1495400,52900
LINN,2017,3.208,1490300,48000
LINN,2018,2.733,1514600,41300
LINN,2019,2.742,1549400,42100
LINN,2020,6.033,1484500,89300
LINN,2021,4.392,1483400,65200
LINN,2022,3.033,1496900,45300
LINN,2023,3.317,1486300,49200
LINN,2024,3.358,1464200,49000
LINN,2025,3.964,1357400,53700
LOUISA,2000,2.967,75120,2230
LOUISA,2001,3.475,75600,2650
LOUISA,2002,4.633,75800,3520
LOUISA,2003,4.625,75460,3500
LOUISA,2004,4.583,74820,3430
LOUISA,2005,4.433,75280,3340
LOUISA,2006,3.775,77360,2940
LOUISA,2007,3.675,77570,2850
LOUISA,2008,4.717,76940,3660
LOUISA,2009,8.358,71800,6020
LOUISA,2010,7.358,71510,5250
LOUISA,2011,6.167,71230,4400
LOUISA,2012,5.442,69790,3800
LOUISA,2013,5.067,70410,3540
LOUISA,2014,4.517,71380,3230
LOUISA,2015,3.767,72480,2740
LOUISA,2016,4.108,69340,2850
LOUISA,2017,3.433,68790,2370
LOUISA,2018,2.867,68760,1960
LOUISA,2019,3.158,68970,2180
LOUISA,2020,5.150,66620,3390
LOUISA,2021,4.125,66010,2730
LOUISA,2022,3.300,66340,2180
LOUISA,2023,3.233,67290,2180
LOUISA,2024,3.083,66800,2060
LOUISA,2025,3.900,62110,2440
LUCAS,2000,2.808,57010,1620
LUCAS,2001,3.450,58670,2030
LUCAS,2002,4.525,58240,2640
LUCAS,2003,5.242,58150,3050
LUCAS,2004,5.433,58950,3200
LUCAS,2005,5.208,58180,3030
LUCAS,2006,4.117,59490,2450
LUCAS,2007,3.875,57580,2230
LUCAS,2008,4.050,56220,2260
LUCAS,2009,6.467,56260,3650
LUCAS,2010,6.200,50740,3130
LUCAS,2011,5.333,50470,2690
LUCAS,2012,4.733,50430,2390
LUCAS,2013,4.667,51110,2400
LUCAS,2014,3.917,51840,2050
LUCAS,2015,3.492,52940,1850
LUCAS,2016,3.417,49010,1670
LUCAS,2017,3.058,48730,1500
LUCAS,2018,2.200,50360,1100
LUCAS,2019,2.142,52300,1130
LUCAS,2020,3.867,51360,2000
LUCAS,2021,3.100,51220,1590
LUCAS,2022,2.408,51300,1220
LUCAS,2023,2.733,49540,1340
LUCAS,2024,2.908,48750,1430
LUCAS,2025,3.773,45220,1720
LYON,2000,2.008,76460,1550
LYON,2001,2.375,79120,1880
LYON,2002,3.333,77830,2610
LYON,2003,3.542,75530,2680
LYON,2004,3.250,74830,2440
LYON,2005,2.942,77570,2290
LYON,2006,2.300,80220,1840
LYON,2007,2.417,80600,1940
LYON,2008,2.617,82490,2150
LYON,2009,4.333,83030,3590
LYON,2010,3.900,76760,2980
LYON,2011,3.183,81710,2570
LYON,2012,2.925,82430,2430
LYON,2013,2.900,82490,2380
LYON,2014,2.558,84360,2150
LYON,2015,2.000,84970,1730
LYON,2016,2.283,75650,1750
LYON,2017,1.958,74360,1450
LYON,2018,1.783,74680,1330
LYON,2019,1.800,75740,1350
LYON,2020,2.767,72340,2010
LYON,2021,2.425,73930,1790
LYON,2022,2.142,75280,1610
LYON,2023,2.283,76860,1760
LYON,2024,2.300,78100,1790
LYON,2025,2.727,72950,1990
MADISON,2000,3.092,91500,3000
MADISON,2001,3.392,92500,3200
MADISON,2002,4.158,95600,4300
MADISON,2003,4.467,94500,4400
MADISON,2004,4.725,96100,4500
MADISON,2005,4.583,97900,4500
MADISON,2006,3.942,101000,4200
MADISON,2007,4.133,99800,4200
MADISON,2008,4.725,100400,4700
MADISON,2009,6.808,99300,6800
MADISON,2010,6.500,101300,6600
MADISON,2011,6.017,99800,6200
MADISON,2012,5.550,98100,5400
MADISON,2013,5.067,97400,4900
MADISON,2014,4.558,99000,4500
MADISON,2015,3.892,99100,3900
MADISON,2016,3.308,108000,3700
MADISON,2017,3.350,108700,3600
MADISON,2018,3.042,109900,3400
MADISON,2019,3.325,112200,3800
MADISON,2020,5.267,108300,5700
MADISON,2021,3.883,109900,4200
MADISON,2022,3.008,113300,3500
MADISON,2023,3.017,114600,3400
MADISON,2024,2.917,116100,3400
MADISON,2025,3.391,107400,3800
MAHASKA,2000,2.375,138600,3310
MAHASKA,2001,3.492,141490,4940
MAHASKA,2002,4.475,139140,6250
MAHASKA,2003,4.842,135990,6590
MAHASKA,2004,4.417,138420,6120
MAHASKA,2005,4.325,140070,6050
MAHASKA,2006,3.642,142290,5200
MAHASKA,2007,3.625,141680,5150
MAHASKA,2008,4.475,142640,6390
MAHASKA,2009,8.367,142230,11940
MAHASKA,2010,6.850,142920,9800
MAHASKA,2011,5.892,142720,8400
MAHASKA,2012,5.150,140330,7240
MAHASKA,2013,4.833,140210,6760
MAHASKA,2014,4.408,142650,6270
MAHASKA,2015,3.933,142370,5600
MAHASKA,2016,3.683,145860,5370
MAHASKA,2017,3.200,142890,4600
MAHASKA,2018,2.542,143650,3650
MAHASKA,2019,2.475,145970,3630
MAHASKA,2020,4.750,142910,6740
MAHASKA,2021,3.367,144610,4870
MAHASKA,2022,2.500,148210,3720
MAHASKA,2023,2.508,147670,3660
MAHASKA,2024,2.400,147400,3570
MAHASKA,2025,2.964,138480,4090
MARION,2000,2.250,211730,4750
MARION,2001,3.325,212920,7100
MARION,2002,4.367,210290,9160
MARION,2003,4.558,204220,9330
MARION,2004,4.258,205410,8750
MARION,2005,3.975,211630,8450
MARION,2006,3.450,215250,7470
MARION,2007,3.592,214840,7720
MARION,2008,3.942,214970,8480
MARION,2009,6.742,209810,14190
MARION,2010,6.000,210950,12650
MARION,2011,5.475,206950,11350
MARION,2012,4.783,205760,9830
MARION,2013,4.433,208410,9270
MARION,2014,3.817,209690,8040
MARION,2015,3.250,209710,6820
MARION,2016,3.100,203170,6300
MARION,2017,2.692,201740,5420
MARION,2018,2.158,208370,4470
MARION,2019,2.142,214660,4580
MARION,2020,4.250,207030,8780
MARION,2021,2.967,214210,6330
MARION,2022,2.225,220470,4890
MARION,2023,2.283,224260,5140
MARION,2024,2.367,226400,5380
MARION,2025,2.809,211980,5970
MARSHALL,2000,2.742,247570,6790
MARSHALL,2001,3.192,250740,8060
MARSHALL,2002,4.100,250210,10240
MARSHALL,2003,5.300,248180,13180
MARSHALL,2004,5.142,246090,12670
MARSHALL,2005,4.825,246300,11860
MARSHALL,2006,3.708,250410,9270
MARSHALL,2007,4.050,246890,10010
MARSHALL,2008,5.058,247440,12510
MARSHALL,2009,7.417,247440,18350
MARSHALL,2010,6.925,241640,16730
MARSHALL,2011,6.625,241780,16040
MARSHALL,2012,6.383,238720,15260
MARSHALL,2013,6.008,238230,14310
MARSHALL,2014,5.408,238530,12910
MARSHALL,2015,5.042,233770,11800
MARSHALL,2016,4.350,257340,11210
MARSHALL,2017,4.058,244520,9960
MARSHALL,2018,4.025,243060,9830
MARSHALL,2019,3.917,242410,9520
MARSHALL,2020,6.233,232890,14510
MARSHALL,2021,5.275,230680,12210
MARSHALL,2022,4.825,231030,11220
MARSHALL,2023,5.667,231720,13210
MARSHALL,2024,5.733,233980,13440
MARSHALL,2025,6.500,221110,14380
MILLS,2000,2.008,94900,1900
MILLS,2001,2.867,94700,2500
MILLS,2002,2.742,97600,2600
MILLS,2003,3.808,97800,3600
MILLS,2004,4.158,96300,4200
MILLS,2005,4.100,98500,3900
MILLS,2006,3.758,101200,3900
MILLS,2007,3.692,97400,3700
MILLS,2008,3.608,98000,3500
MILLS,2009,4.658,95500,4300
MILLS,2010,5.300,91300,5000
MILLS,2011,5.008,89800,4400
MILLS,2012,4.575,87600,3900
MILLS,2013,4.392,88200,3800
MILLS,2014,4.400,88900,4000
MILLS,2015,4.058,89100,3500
MILLS,2016,3.533,90000,3200
MILLS,2017,2.692,88400,2500
MILLS,2018,2.142,88500,1800
MILLS,2019,2.283,89600,2100
MILLS,2020,3.900,82600,3200
MILLS,2021,3.150,83600,2700
MILLS,2022,2.383,84700,2200
MILLS,2023,2.667,85800,2300
MILLS,2024,3.208,86800,2800
MILLS,2025,3.764,81100,3000
MITCHELL,2000,2.758,65590,1820
MITCHELL,2001,2.942,68130,2000
MITCHELL,2002,3.592,65540,2360
MITCHELL,2003,3.700,64490,2390
MITCHELL,2004,3.858,64120,2470
MITCHELL,2005,4.292,64300,2750
MITCHELL,2006,3.400,65540,2220
MITCHELL,2007,3.342,67190,2240
MITCHELL,2008,3.992,69550,2790
MITCHELL,2009,5.958,70010,4180
MITCHELL,2010,5.225,68730,3600
MITCHELL,2011,4.775,68150,3290
MITCHELL,2012,4.533,66940,3050
MITCHELL,2013,4.292,66290,2870
MITCHELL,2014,3.592,65670,2370
MITCHELL,2015,2.800,67310,1880
MITCHELL,2016,2.675,68800,1850
MITCHELL,2017,2.183,67300,1470
MITCHELL,2018,1.908,69220,1310
MITCHELL,2019,1.750,78920,1380
MITCHELL,2020,3.450,69870,2420
MITCHELL,2021,2.850,67230,1920
MITCHELL,2022,2.183,67530,1490
MITCHELL,2023,2.292,67360,1550
MITCHELL,2024,2.367,66530,1570
MITCHELL,2025,2.909,60910,1780
MONONA,2000,3.133,59930,1880
MONONA,2001,3.658,61280,2240
MONONA,2002,4.300,60250,2600
MONONA,2003,5.158,58600,3040
MONONA,2004,5.692,57860,3280
MONONA,2005,5.758,56680,3260
MONONA,2006,5.408,56110,3060
MONONA,2007,5.483,55280,3030
MONONA,2008,5.308,55680,2940
MONONA,2009,7.583,54800,4180
MONONA,2010,7.292,58590,4280
MONONA,2011,6.992,57590,4040
MONONA,2012,6.333,54670,3480
MONONA,2013,5.717,55640,3200
MONONA,2014,5.017,57200,2860
MONONA,2015,4.350,57280,2490
MONONA,2016,3.958,58830,2330
MONONA,2017,3.550,56100,2000
MONONA,2018,2.742,55350,1520
MONONA,2019,2.850,55320,1560
MONONA,2020,4.658,53600,2490
MONONA,2021,3.983,54090,2170
MONONA,2022,2.908,54130,1600
MONONA,2023,2.683,53880,1440
MONONA,2024,2.725,53580,1450
MONONA,2025,3.164,49420,1580
MONROE,2000,3.092,46900,1460
MONROE,2001,4.367,46060,2030
MONROE,2002,4.950,44750,2220
MONROE,2003,5.633,41940,2380
MONROE,2004,5.233,44930,2370
MONROE,2005,5.083,46590,2370
MONROE,2006,3.958,50690,2030
MONROE,2007,4.125,50340,2100
MONROE,2008,4.400,50890,2250
MONROE,2009,7.683,52050,4010
MONROE,2010,7.317,49130,3590
MONROE,2011,6.758,48650,3300
MONROE,2012,5.758,47990,2770
MONROE,2013,5.717,48450,2780
MONROE,2014,5.083,49030,2500
MONROE,2015,4.417,48580,2150
MONROE,2016,4.808,43670,2110
MONROE,2017,3.925,43040,1690
MONROE,2018,3.100,43470,1360
MONROE,2019,3.067,45140,1370
MONROE,2020,5.250,43650,2320
MONROE,2021,3.925,43650,1720
MONROE,2022,2.950,44960,1320
MONROE,2023,2.833,46180,1330
MONROE,2024,3.125,45660,1430
MONROE,2025,4.045,43170,1750
MONTGOMERY,2000,3.275,72180,2380
MONTGOMERY,2001,4.658,73160,3430
MONTGOMERY,2002,5.392,69440,3750
MONTGOMERY,2003,4.958,68360,3410
MONTGOMERY,2004,4.183,67710,2830
MONTGOMERY,2005,4.392,70390,3090
MONTGOMERY,2006,5.542,70250,3900
MONTGOMERY,2007,6.233,67000,4180
MONTGOMERY,2008,5.625,65290,3680
MONTGOMERY,2009,9.042,63260,5740
MONTGOMERY,2010,8.167,62950,5140
MONTGOMERY,2011,5.900,60690,3590
MONTGOMERY,2012,5.067,60660,3060
MONTGOMERY,2013,4.892,61640,3030
MONTGOMERY,2014,4.142,62080,2570
MONTGOMERY,2015,3.533,62200,2210
MONTGOMERY,2016,3.308,64980,2180
MONTGOMERY,2017,2.958,62780,1840
MONTGOMERY,2018,2.342,62920,1500
MONTGOMERY,2019,2.425,64050,1560
MONTGOMERY,2020,4.400,61300,2710
MONTGOMERY,2021,3.650,61770,2270
MONTGOMERY,2022,2.400,63530,1520
MONTGOMERY,2023,2.500,63090,1590
MONTGOMERY,2024,2.358,63230,1520
MONTGOMERY,2025,2.927,59330,1720
MUSCATINE,2000,2.725,267690,7310
MUSCATINE,2001,3.558,270240,9660
MUSCATINE,2002,4.083,269960,11040
MUSCATINE,2003,4.267,269440,11470
MUSCATINE,2004,4.150,272590,11320
MUSCATINE,2005,3.917,281180,10990
MUSCATINE,2006,3.200,289330,9240
MUSCATINE,2007,3.375,289430,9830
MUSCATINE,2008,4.317,288910,12470
MUSCATINE,2009,8.792,286530,25240
MUSCATINE,2010,8.108,261670,21240
MUSCATINE,2011,6.642,258290,17210
MUSCATINE,2012,5.717,256100,14610
MUSCATINE,2013,5.200,261080,13610
MUSCATINE,2014,4.558,265980,12120
MUSCATINE,2015,3.825,267210,10280
MUSCATINE,2016,3.733,277560,10370
MUSCATINE,2017,3.233,269870,8670
MUSCATINE,2018,2.667,269340,7180
MUSCATINE,2019,2.758,270820,7470
MUSCATINE,2020,5.708,260250,14880
MUSCATINE,2021,4.225,254790,10790
MUSCATINE,2022,3.008,256130,7730
MUSCATINE,2023,3.108,252830,7850
MUSCATINE,2024,3.450,248430,8580
MUSCATINE,2025,3.918,230090,9010
O'BRIEN,2000,2.292,93350,2140
O'BRIEN,2001,2.592,95350,2490
O'BRIEN,2002,3.175,93140,2960
O'BRIEN,2003,3.833,89970,3480
O'BRIEN,2004,3.750,89120,3350
O'BRIEN,2005,3.825,91390,3480
O'BRIEN,2006,3.017,93010,2830
O'BRIEN,2007,3.033,93380,2820
O'BRIEN,2008,3.292,94170,3080
O'BRIEN,2009,5.350,94620,5070
O'BRIEN,2010,4.725,97620,4600
O'BRIEN,2011,4.233,97730,4130
O'BRIEN,2012,3.775,96950,3680
O'BRIEN,2013,3.625,96780,3510
O'BRIEN,2014,3.292,99050,3260
O'BRIEN,2015,2.808,101430,2860
O'BRIEN,2016,2.975,94900,2830
O'BRIEN,2017,2.600,90890,2360
O'BRIEN,2018,2.175,91890,2000
O'BRIEN,2019,2.275,93710,2140
O'BRIEN,2020,3.583,90670,3240
O'BRIEN,2021,3.017,90860,2720
O'BRIEN,2022,2.392,91510,2190
O'BRIEN,2023,2.592,92390,2390
O'BRIEN,2024,2.325,92850,2170
O'BRIEN,2025,2.736,86150,2370
OSCEOLA,2000,2.467,43390,1070
OSCEOLA,2001,3.133,44360,1410
OSCEOLA,2002,3.083,42670,1320
OSCEOLA,2003,3.758,41880,1560
OSCEOLA,2004,3.775,41410,1570
OSCEOLA,2005,4.008,41360,1650
OSCEOLA,2006,3.433,41130,1410
OSCEOLA,2007,3.342,40390,1350
OSCEOLA,2008,3.758,40980,1540
OSCEOLA,2009,6.242,39880,2500
OSCEOLA,2010,4.983,43990,2200
OSCEOLA,2011,4.517,42550,1920
OSCEOLA,2012,4.117,40820,1690
OSCEOLA,2013,3.842,41020,1570
OSCEOLA,2014,3.342,41620,1390
OSCEOLA,2015,2.833,42650,1220
OSCEOLA,2016,2.750,43760,1210
OSCEOLA,2017,2.133,42760,920
OSCEOLA,2018,2.033,42030,860
OSCEOLA,2019,1.950,42220,830
OSCEOLA,2020,2.933,41230,1230
OSCEOLA,2021,2.308,41550,980
OSCEOLA,2022,1.892,42170,800
OSCEOLA,2023,1.933,42890,830
OSCEOLA,2024,1.950,43210,840
OSCEOLA,2025,2.309,40790,960
PAGE,2000,3.208,100400,3240
PAGE,2001,5.067,92600,4680
PAGE,2002,4.833,90840,4380
PAGE,2003,4.783,90890,4350
PAGE,2004,4.200,93140,3910
PAGE,2005,3.858,97630,3780
PAGE,2006,3.858,100570,3870
PAGE,2007,4.625,101020,4680
PAGE,2008,4.725,98430,4630
PAGE,2009,8.683,94380,8210
PAGE,2010,6.892,85510,5890
PAGE,2011,5.800,82710,4790
PAGE,2012,5.367,80490,4300
PAGE,2013,5.283,78860,4170
PAGE,2014,4.458,79340,3540
PAGE,2015,4.108,79050,3260
PAGE,2016,4.292,92040,3940
PAGE,2017,3.342,90420,3020
PAGE,2018,2.217,91420,2010
PAGE,2019,2.158,91450,1960
PAGE,2020,4.342,87160,3770
PAGE,2021,3.317,89170,2960
PAGE,2022,2.225,91420,2040
PAGE,2023,2.208,92970,2070
PAGE,2024,2.558,92290,2370
PAGE,2025,2.936,87150,2560
PALO ALTO,2000,2.333,62540,1440
PALO ALTO,2001,3.742,64050,2400
PALO ALTO,2002,3.642,61600,2260
PALO ALTO,2003,3.842,60240,2300
PALO ALTO,2004,3.817,60430,2310
PALO ALTO,2005,4.008,61350,2470
PALO ALTO,2006,3.217,64480,2080
PALO ALTO,2007,3.367,65580,2230
PALO ALTO,2008,4.150,65650,2740
PALO ALTO,2009,7.158,63850,4580
PALO ALTO,2010,6.100,58090,3560
PALO ALTO,2011,4.742,57600,2760
PALO ALTO,2012,4.258,57360,2430
PALO ALTO,2013,3.750,57480,2160
PALO ALTO,2014,3.625,58380,2120
PALO ALTO,2015,3.050,58530,1780
PALO ALTO,2016,2.883,66510,1900
PALO ALTO,2017,2.500,65130,1610
PALO ALTO,2018,2.108,64760,1360
PALO ALTO,2019,2.000,63990,1290
PALO ALTO,2020,4.275,59820,2550
PALO ALTO,2021,2.858,59370,1680
PALO ALTO,2022,2.442,59110,1460
PALO ALTO,2023,2.325,59240,1390
PALO ALTO,2024,2.475,59920,1470
PALO ALTO,2025,2.827,55620,1580
PLYMOUTH,2000,2.567,162340,4180
PLYMOUTH,2001,2.892,166550,4830
PLYMOUTH,2002,3.433,165640,5660
PLYMOUTH,2003,3.758,165760,6240
PLYMOUTH,2004,3.858,164340,6340
PLYMOUTH,2005,3.542,169380,5980
PLYMOUTH,2006,3.133,173350,5420
PLYMOUTH,2007,3.058,174080,5320
PLYMOUTH,2008,3.283,173070,5680
PLYMOUTH,2009,4.708,173900,8210
PLYMOUTH,2010,4.525,174610,7920
PLYMOUTH,2011,4.508,171820,7740
PLYMOUTH,2012,4.075,171130,6960
